Country,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis,Population
Austria,AUT,1990,53,2327,583,12,0,116,112,7,69,71,180,39785,1374,317,208,1858,3,4,24,20644,0,1590,743,36,1,1423,2524,2253,3979,62,3,8917205
Austria,AUT,1991,53,2404,590,10,0,116,101,8,90,85,163,39739,1334,316,219,1857,10,4,24,20747,0,1614,746,35,1,1388,2506,2280,3968,63,3,8917205
Austria,AUT,1992,52,2487,596,9,0,115,112,7,136,104,146,39550,1301,310,227,1832,0,4,22,20787,0,1602,742,31,1,1323,2484,2280,3939,62,3,8917205
Austria,AUT,1993,50,2560,598,8,0,114,103,6,146,124,128,39234,1235,280,230,1824,0,4,21,20731,0,1584,745,30,1,1293,2468,2258,3876,62,3,8917205
Austria,AUT,1994,43,2629,599,7,0,112,94,8,178,141,111,38675,1177,262,238,1806,2,4,21,20543,0,1555,739,28,1,1237,2410,2219,3784,61,3,8917205
Austria,AUT,1995,42,2715,616,6,0,105,86,3,164,149,98,38864,1139,233,255,1783,7,4,21,20605,6,1563,757,26,1,1148,2434,2197,3723,60,3,8917205
Austria,AUT,1996,45,2769,630,6,0,98,85,5,117,152,90,38904,1148,214,268,1738,0,5,21,20558,0,1548,786,25,1,1065,2437,2168,3653,59,4,8917205
Austria,AUT,1997,39,2812,635,5,0,94,72,4,65,147,84,38211,1146,194,278,1659,3,5,20,20411,0,1512,814,23,1,1012,2433,2103,3541,59,4,8917205
Austria,AUT,1998,39,2856,646,5,0,88,83,4,68,146,79,37772,1157,186,288,1614,0,6,19,20321,0,1487,855,21,1,955,2459,2078,3494,56,4,8917205
Austria,AUT,1999,38,2900,663,4,0,86,70,3,56,154,73,37253,1193,175,297,1589,53,7,20,20222,0,1509,939,18,1,939,2531,2040,3448,55,5,8917205
Austria,AUT,2000,36,2974,688,4,0,86,70,3,48,166,68,36313,1192,179,307,1578,14,8,21,20150,0,1555,1093,20,1,912,2608,2045,3477,54,4,8917205
Austria,AUT,2001,37,3001,713,4,0,83,73,5,50,165,63,34918,1160,180,321,1535,0,11,23,19938,0,1640,1239,20,1,872,2669,2035,3478,53,4,8917205
Austria,AUT,2002,39,3046,766,5,0,83,73,2,53,167,61,34394,1164,173,332,1527,18,16,23,20079,0,1796,1429,22,1,844,2819,2085,3588,52,4,8917205
Austria,AUT,2003,39,3069,795,6,0,83,57,2,50,184,57,33519,1206,183,354,1502,21,21,38,20229,0,2064,1594,22,1,825,2948,2131,3639,51,3,8917205
Austria,AUT,2004,36,3088,781,6,0,79,68,3,56,192,55,32114,1182,177,369,1473,5,26,28,20105,0,2266,1692,22,1,788,2935,2089,3576,51,3,8917205
Austria,AUT,2005,37,3197,796,7,0,78,73,3,65,197,55,31829,1186,168,377,1455,27,33,32,20113,0,2395,1799,24,1,751,2965,2059,3560,50,3,8917205
Austria,AUT,2006,37,3254,802,7,0,74,76,2,43,201,54,31069,1139,156,393,1420,17,41,34,20028,5,2404,1887,27,1,709,2932,1985,3464,47,3,8917205
Austria,AUT,2007,36,3335,820,8,0,72,70,3,59,205,52,30852,1104,149,411,1414,9,52,37,20212,9,2372,2003,28,1,679,2944,1977,3455,47,3,8917205
Austria,AUT,2008,38,3408,835,8,0,68,67,2,47,210,52,30517,1056,148,434,1404,17,59,36,20392,7,2337,2138,28,1,647,2920,1945,3400,71,3,8917205
Austria,AUT,2009,37,3513,857,8,0,68,73,2,40,213,53,30688,1026,148,448,1439,15,67,49,20779,1,2316,2293,29,1,628,2963,1985,3429,46,3,8917205
Austria,AUT,2010,37,3686,872,9,0,65,69,2,45,211,52,30655,999,149,456,1449,24,73,40,20897,0,2247,2467,30,2,599,2969,1957,3383,45,3,8917205
Austria,AUT,2011,35,3845,896,9,0,63,71,3,41,207,54,30832,978,139,468,1447,1,80,40,21138,0,2214,2642,30,2,567,2986,1923,3336,44,3,8917205
Austria,AUT,2012,34,4004,924,10,0,62,68,2,39,193,54,31298,968,128,482,1448,13,93,48,21473,0,2213,2870,30,2,543,3059,1910,3312,44,3,8917205
Austria,AUT,2013,33,4123,941,9,0,60,66,2,50,179,56,31432,967,126,494,1446,22,102,41,21625,2,2212,3019,29,2,511,3121,1888,3275,43,3,8917205
Austria,AUT,2014,31,4250,960,10,0,57,71,5,43,164,56,31571,984,126,506,1453,6,111,38,21771,0,2237,3174,30,2,497,3169,1863,3226,43,3,8917205
Austria,AUT,2015,32,4417,995,10,0,58,79,4,44,155,55,32310,1049,128,519,1472,18,123,39,22000,0,2306,3369,31,2,495,3299,1868,3241,44,3,8917205
Austria,AUT,2016,32,4538,1004,11,0,57,77,4,35,144,52,32169,1093,132,525,1456,9,136,37,21954,0,2300,3431,33,2,484,3329,1830,3203,43,3,8917205
Austria,AUT,2017,30,4633,1007,12,0,55,74,3,37,136,50,31875,1164,129,524,1440,11,142,36,21847,0,2276,3413,32,2,477,3367,1795,3165,42,3,8917205
Austria,AUT,2018,31,4709,1017,12,0,55,71,3,36,139,50,32332,1171,120,517,1428,0,129,35,21930,0,2295,3357,31,2,485,3356,1795,3188,42,3,8917205
Austria,AUT,2019,31,4802,1040,12,0,56,70,3,35,140,50,32998,1205,115,517,1418,11,125,35,22258,0,2340,3367,31,2,491,3406,1809,3237,42,3,8917205
Belgium,BEL,1990,58,3212,726,62,0,125,184,9,132,71,160,39927,3460,428,242,2187,16,96,28,30372,22,1844,1419,102,46,2100,6494,1766,4303,135,21,11598451
Belgium,BEL,1991,59,3312,729,68,0,119,183,9,163,81,155,39022,3480,423,250,2191,0,103,30,30386,54,1794,1423,99,52,2051,6593,1764,4335,138,19,11598451
Belgium,BEL,1992,59,3432,742,88,0,120,207,9,125,90,154,38687,3592,409,261,2251,0,112,38,30656,1,1793,1498,94,69,1992,6735,1796,4439,144,16,11598451
Belgium,BEL,1993,59,3542,755,99,0,115,224,9,191,107,156,38492,3729,382,269,2307,0,122,43,30786,0,1818,1556,89,78,1949,6987,1816,4569,144,14,11598451
Belgium,BEL,1994,59,3647,757,108,0,115,222,10,209,120,153,37784,3812,350,277,2339,0,128,46,30662,0,1808,1579,84,88,1913,7011,1838,4650,170,14,11598451
Belgium,BEL,1995,60,3747,772,116,0,108,217,12,241,129,151,37514,4004,308,276,2353,6,142,46,30665,0,1824,1612,79,94,1835,7173,1865,4737,147,14,11598451
Belgium,BEL,1996,59,3829,788,112,0,99,224,8,186,138,147,37338,4281,278,285,2333,0,151,43,30236,0,1836,1625,72,92,1766,7198,1870,4802,141,11,11598451
Belgium,BEL,1997,63,3902,801,129,0,93,213,12,103,141,145,36741,4505,274,294,2342,0,167,46,30104,4,1860,1626,67,106,1718,7197,1901,4899,146,13,11598451
Belgium,BEL,1998,63,3972,818,133,0,90,247,12,79,139,140,36557,4783,260,318,2325,1,187,40,29951,0,1885,1606,59,108,1695,7177,1896,4992,147,14,11598451
Belgium,BEL,1999,66,4054,834,156,0,88,268,8,78,150,141,36203,5026,252,328,2322,2,212,39,29781,2,1950,1669,54,127,1686,7143,1901,5029,149,13,11598451
Belgium,BEL,2000,68,4162,858,185,0,89,213,6,82,161,142,35953,5268,252,348,2362,1,261,37,29465,0,1828,1734,54,155,1683,7072,1938,5120,146,9,11598451
Belgium,BEL,2001,68,4209,881,205,0,91,218,11,95,163,141,35397,5283,240,362,2345,0,309,35,29228,0,1783,1780,52,173,1614,7022,1947,5156,144,7,11598451
Belgium,BEL,2002,67,4236,921,228,0,94,219,6,93,162,136,35510,5460,228,367,2312,3,370,37,29290,0,1797,1862,50,191,1515,7123,1972,5251,142,7,11598451
Belgium,BEL,2003,66,4246,959,247,0,92,182,8,90,162,133,35256,5556,225,375,2292,0,439,78,28978,0,1802,1931,46,207,1413,7162,1978,5299,144,6,11598451
Belgium,BEL,2004,62,4254,971,256,0,88,199,4,101,161,125,34009,5392,216,384,2237,0,499,38,28815,1,1767,1933,45,214,1322,6968,1954,5225,140,6,11598451
Belgium,BEL,2005,65,4377,1001,270,0,88,193,7,81,167,124,33547,5457,224,394,2242,1,558,43,28840,2,1766,1996,44,225,1266,6963,1970,5265,138,5,11598451
Belgium,BEL,2006,57,4488,1023,276,0,88,182,9,68,169,119,32725,5348,228,411,2234,0,601,111,28608,0,1739,2042,43,232,1221,6838,1963,5226,138,5,11598451
Belgium,BEL,2007,56,4621,1061,288,0,88,185,8,70,182,122,32661,5348,231,427,2278,2,646,43,28739,0,1758,2126,42,243,1200,6893,2015,5306,139,5,11598451
Belgium,BEL,2008,53,4766,1111,301,0,89,166,8,77,195,121,32909,5436,222,456,2369,0,706,44,28473,0,1799,2240,43,256,1162,7011,2097,5441,142,5,11598451
Belgium,BEL,2009,51,4850,1127,306,0,86,168,7,67,200,114,32232,5363,219,466,2363,0,755,45,30055,0,1768,2302,41,263,1101,6888,2070,5361,142,5,11598451
Belgium,BEL,2010,51,5010,1142,315,0,84,160,8,83,201,109,31700,5310,221,476,2365,4,779,47,31062,0,1718,2394,42,274,1050,6794,2048,5302,138,5,11598451
Belgium,BEL,2011,50,5195,1165,322,0,84,183,9,79,197,104,31534,5340,216,490,2375,5,794,44,31686,0,1692,2494,40,285,1014,6777,2071,5342,136,4,11598451
Belgium,BEL,2012,49,5369,1200,334,0,82,176,7,73,197,103,31817,5500,221,508,2358,0,812,53,32532,1,1689,2619,39,299,965,6900,2112,5429,137,5,11598451
Belgium,BEL,2013,50,5521,1223,340,0,81,159,5,77,198,96,31680,5576,211,520,2318,0,855,48,32991,0,1651,2692,39,307,927,6898,2108,5407,134,4,11598451
Belgium,BEL,2014,46,5658,1219,342,0,80,169,6,58,200,88,30934,5539,203,522,2262,0,852,45,32831,4,1594,2692,37,311,885,6773,2068,5297,129,5,11598451
Belgium,BEL,2015,46,5897,1255,357,0,82,162,5,61,203,88,31652,5835,196,530,2254,0,898,63,33216,0,1608,2794,36,326,869,6933,2106,5426,129,5,11598451
Belgium,BEL,2016,46,6092,1259,352,0,79,168,5,61,205,80,31413,5881,188,529,2233,2,890,48,33047,70,1589,2813,35,321,847,6926,2074,5410,127,5,11598451
Belgium,BEL,2017,45,6298,1277,358,0,78,163,5,59,211,81,32118,6026,182,529,2243,0,884,48,33186,0,1636,2844,36,327,864,7090,2081,5479,127,5,11598451
Belgium,BEL,2018,45,6473,1303,365,0,78,163,5,58,217,82,32887,6188,176,525,2232,1,891,48,33464,4,1683,2905,36,333,880,7236,2088,5565,128,5,11598451
Belgium,BEL,2019,45,6615,1331,371,0,77,163,5,56,224,82,33627,6340,171,525,2212,0,898,48,33892,0,1731,2965,37,338,888,7400,2105,5662,129,5,11598451
Bulgaria,BGR,1990,113,1464,606,5,0,350,380,34,30,30,253,69642,4140,514,289,1788,1,40,106,17101,0,2108,746,150,2,1503,3786,2246,3786,181,14,6907288
Bulgaria,BGR,1991,110,1554,615,4,0,337,434,29,26,31,252,70746,3932,537,277,1825,2,43,108,16338,0,2172,774,152,1,1416,3680,2240,3757,176,10,6907288
Bulgaria,BGR,1992,108,1659,632,5,0,337,497,31,28,33,279,74062,3845,503,287,1948,4,42,117,15793,0,2274,817,155,2,1439,3716,2373,3912,184,8,6907288
Bulgaria,BGR,1993,100,1738,669,5,0,336,518,29,37,36,306,78937,3803,450,300,2045,2,41,134,14764,0,2340,880,161,2,1441,3762,2500,4059,186,7,6907288
Bulgaria,BGR,1994,114,1788,702,5,0,346,577,27,53,39,326,83122,3841,445,305,2146,3,43,143,14494,1,2496,963,169,2,1461,3816,2653,4246,188,6,6907288
Bulgaria,BGR,1995,95,1831,726,6,0,332,538,32,34,43,342,85801,3744,382,302,2165,0,37,148,14179,3,2640,1020,165,2,1411,3812,2699,4294,180,6,6907288
Bulgaria,BGR,1996,91,1872,754,9,0,327,551,29,60,45,343,88414,3736,383,283,2181,1,34,154,14043,9,2732,1071,163,4,1335,3845,2701,4284,179,5,6907288
Bulgaria,BGR,1997,92,1901,780,11,0,332,519,31,81,51,355,91942,3693,391,260,2227,3,35,166,14245,0,2877,1127,163,5,1329,3941,2761,4336,180,5,6907288
Bulgaria,BGR,1998,86,1911,764,10,0,327,464,29,100,55,352,89719,3358,365,244,2157,3,31,199,14094,0,2787,1144,151,5,1294,3809,2675,4166,168,5,6907288
Bulgaria,BGR,1999,84,1936,754,12,0,304,388,34,71,57,330,87124,3070,392,221,2025,5,29,149,13925,0,2723,1155,142,6,1264,3623,2523,3935,156,5,6907288
Bulgaria,BGR,2000,79,1978,771,11,0,281,417,29,59,60,325,87470,2888,360,201,1981,10,30,164,14329,4,2751,1227,132,5,1255,3636,2531,3939,154,4,6907288
Bulgaria,BGR,2001,80,2024,780,10,0,257,366,27,61,57,303,86391,2637,342,187,1888,2,27,151,14747,0,2709,1271,120,5,1248,3556,2518,3924,157,5,6907288
Bulgaria,BGR,2002,74,2060,794,11,0,249,338,21,64,55,284,85571,2464,322,172,1783,1,28,151,15396,1,2693,1297,111,5,1215,3427,2476,3887,154,5,6907288
Bulgaria,BGR,2003,76,2095,805,10,0,244,322,18,66,55,272,84189,2362,311,164,1661,2,27,154,16310,0,2667,1368,99,5,1202,3358,2459,3888,152,6,6907288
Bulgaria,BGR,2004,74,2148,816,10,0,234,314,17,65,59,258,82849,2282,312,157,1559,7,27,150,17868,23,2640,1434,88,5,1190,3281,2478,3952,152,7,6907288
Bulgaria,BGR,2005,71,2223,840,13,0,234,281,14,96,66,249,83135,2292,291,148,1486,1,28,160,19242,0,2667,1589,75,6,1187,3265,2562,4124,156,10,6907288
Bulgaria,BGR,2006,71,2314,864,14,0,234,245,12,100,68,236,83265,2269,286,133,1434,1,29,192,20346,0,2708,1694,68,6,1192,3236,2591,4217,158,11,6907288
Bulgaria,BGR,2007,68,2387,873,15,0,226,236,14,93,71,220,81458,2232,283,121,1357,13,29,154,21077,0,2636,1763,62,6,1132,3163,2587,4243,160,11,6907288
Bulgaria,BGR,2008,67,2454,875,14,0,213,220,11,88,72,201,79473,2180,288,113,1300,3,29,159,21568,0,2556,1804,57,6,1110,3051,2585,4254,152,12,6907288
Bulgaria,BGR,2009,66,2527,880,14,0,202,225,11,64,67,187,78258,2127,307,107,1243,0,29,144,21896,0,2462,1840,54,6,1045,2952,2578,4249,147,12,6907288
Bulgaria,BGR,2010,49,2612,896,13,0,189,195,13,70,65,173,78239,2054,295,100,1200,1,29,153,22215,0,2368,1881,50,6,977,2893,2574,4286,139,11,6907288
Bulgaria,BGR,2011,46,2698,906,12,0,179,176,8,61,61,161,77662,1996,261,94,1149,0,28,131,22455,0,2285,1904,48,5,911,2866,2584,4320,139,11,6907288
Bulgaria,BGR,2012,44,2776,906,12,0,172,181,8,66,56,150,76151,1940,236,92,1108,6,27,220,22437,8,2202,1897,46,5,858,2827,2573,4330,134,10,6907288
Bulgaria,BGR,2013,44,2845,901,12,0,167,163,10,55,56,140,74624,1889,220,93,1066,0,28,129,22346,0,2122,1891,44,4,846,2805,2579,4351,128,10,6907288
Bulgaria,BGR,2014,45,2926,930,13,0,175,178,8,54,57,137,76808,1951,217,95,1083,4,30,134,22915,1,2195,1953,45,4,744,2894,2706,4543,126,10,6907288
Bulgaria,BGR,2015,43,2983,939,12,0,170,177,7,53,58,128,76745,1919,190,95,1060,8,28,127,22744,0,2221,1953,45,3,736,2916,2715,4539,125,10,6907288
Bulgaria,BGR,2016,42,3034,945,12,0,167,182,8,51,61,128,76814,1938,180,98,1078,0,27,124,22444,0,2242,1936,45,4,716,2945,2724,4529,121,10,6907288
Bulgaria,BGR,2017,41,3081,955,12,0,164,181,8,50,64,125,76978,1951,177,99,1083,0,26,121,22221,0,2267,1927,45,4,701,2966,2723,4517,119,9,6907288
Bulgaria,BGR,2018,40,3126,987,12,0,163,182,8,48,67,124,78759,1983,166,100,1090,0,26,118,22179,0,2340,1950,46,4,692,3021,2722,4529,118,9,6907288
Bulgaria,BGR,2019,39,3146,1000,11,0,160,182,8,46,69,121,79119,1990,156,101,1087,0,25,115,22009,0,2377,1950,46,4,678,3036,2707,4507,117,9,6907288
Croatia,HRV,1990,41,1013,287,2,0,140,152,6,7,21,405,26917,876,324,304,1233,0,17,49,11658,0,787,427,48,1,1005,1282,1883,2872,71,2,4047200
Croatia,HRV,1991,39,1037,283,2,0,133,175,5,10,22,351,26189,942,290,282,1199,1,16,48,11493,3486,827,426,45,1,932,1246,1818,2783,65,2,4047200
Croatia,HRV,1992,39,1053,279,2,0,139,216,5,10,25,317,25589,1013,279,257,1215,0,16,45,11540,2178,894,440,42,1,899,1244,1785,2728,63,2,4047200
Croatia,HRV,1993,36,1082,277,2,0,134,216,8,9,27,297,25394,1047,261,239,1209,0,16,44,11552,755,930,461,41,1,843,1251,1764,2705,61,2,4047200
Croatia,HRV,1994,35,1115,276,2,0,133,183,7,16,30,274,25152,1060,256,242,1187,1,14,40,11486,225,970,490,40,1,814,1263,1745,2676,59,2,4047200
Croatia,HRV,1995,34,1165,287,3,0,128,175,7,14,37,261,25616,1073,243,250,1160,2,13,42,11539,964,1016,538,37,1,823,1295,1743,2684,59,2,4047200
Croatia,HRV,1996,36,1187,296,3,0,126,156,4,16,40,250,26082,1103,242,252,1155,0,11,44,11820,156,1062,585,37,1,799,1316,1761,2721,60,2,4047200
Croatia,HRV,1997,37,1197,304,4,0,126,149,6,18,43,236,26532,1160,240,253,1140,0,12,45,12103,41,1103,624,35,1,787,1352,1797,2776,59,2,4047200
Croatia,HRV,1998,36,1205,309,4,0,121,150,5,12,47,218,26351,1165,205,252,1100,0,12,42,11965,28,1078,643,32,1,746,1356,1788,2764,61,2,4047200
Croatia,HRV,1999,34,1215,314,4,0,116,135,6,6,56,209,26145,1178,188,251,1064,1,11,42,11791,15,1025,669,30,1,726,1395,1792,2768,58,2,4047200
Croatia,HRV,2000,31,1257,320,4,0,110,120,4,13,62,189,25732,1119,174,248,1015,0,12,37,11266,9,970,670,29,1,704,1383,1729,2702,67,2,4047200
Croatia,HRV,2001,30,1273,328,3,0,106,98,3,6,69,176,25477,1113,165,245,990,0,11,35,11150,4,944,666,29,1,697,1384,1697,2672,57,2,4047200
Croatia,HRV,2002,26,1284,344,3,0,100,82,5,11,72,171,25643,1158,150,236,973,0,12,33,11461,2,967,693,29,1,687,1427,1670,2671,56,2,4047200
Croatia,HRV,2003,24,1287,359,4,0,97,85,4,8,80,161,25721,1203,137,244,960,0,12,44,12149,4,999,719,30,1,690,1504,1633,2658,54,2,4047200
Croatia,HRV,2004,24,1294,361,3,0,90,83,4,6,85,145,24645,1182,133,247,906,0,13,34,12124,11,979,706,29,1,645,1497,1535,2545,50,2,4047200
Croatia,HRV,2005,25,1346,378,3,0,92,70,4,5,92,135,24938,1156,126,258,911,2,15,49,12627,5,1014,734,28,1,644,1564,1547,2577,51,1,4047200
Croatia,HRV,2006,23,1382,386,3,0,91,80,5,12,93,125,24559,1019,116,266,867,0,15,33,12603,1,1023,756,25,1,619,1561,1487,2513,49,1,4047200
Croatia,HRV,2007,24,1426,408,3,0,96,71,6,4,100,114,25067,912,120,282,869,0,16,31,12975,3,1080,803,24,1,619,1642,1509,2559,66,1,4047200
Croatia,HRV,2008,24,1453,421,4,0,98,77,4,8,98,106,25049,785,115,291,872,1,17,30,13740,3,1099,811,24,1,610,1678,1509,2577,50,1,4047200
Croatia,HRV,2009,24,1488,420,3,0,94,62,5,16,88,94,24176,643,119,288,820,1,17,30,13729,4,1063,793,22,1,549,1681,1409,2458,48,1,4047200
Croatia,HRV,2010,22,1562,433,3,0,93,59,4,12,85,83,24314,554,104,286,793,1,20,29,13838,4,1066,795,21,1,504,1705,1357,2420,45,1,4047200
Croatia,HRV,2011,20,1623,439,3,0,91,55,4,11,81,74,24015,503,96,282,774,0,22,27,13947,2,1036,775,21,1,482,1734,1300,2355,46,1,4047200
Croatia,HRV,2012,19,1688,446,3,0,91,56,3,12,78,68,23852,477,86,280,777,0,23,37,14144,4,1033,790,21,1,457,1777,1266,2324,43,1,4047200
Croatia,HRV,2013,17,1746,445,3,0,86,49,3,8,73,60,23260,456,89,271,736,0,25,23,13916,3,1009,786,19,1,417,1761,1179,2216,40,1,4047200
Croatia,HRV,2014,16,1815,459,3,0,85,43,2,9,71,56,23526,469,83,270,735,2,29,22,14200,0,1046,837,19,1,401,1812,1172,2222,40,1,4047200
Croatia,HRV,2015,18,1898,484,3,0,87,45,2,11,69,56,24640,513,81,270,753,1,32,22,14693,1,1134,920,19,1,402,1910,1201,2293,41,1,4047200
Croatia,HRV,2016,17,1951,465,3,0,82,48,1,8,66,53,23344,509,78,263,704,0,33,21,14034,3,1112,914,17,1,375,1831,1128,2172,36,1,4047200
Croatia,HRV,2017,17,2032,475,3,0,79,46,2,8,66,53,23939,535,72,266,701,0,30,21,14012,0,1113,909,18,1,373,1852,1139,2199,37,1,4047200
Croatia,HRV,2018,17,2098,483,3,0,78,46,2,8,68,53,24257,556,67,267,698,0,29,21,13969,0,1120,915,18,1,374,1861,1139,2208,37,1,4047200
Croatia,HRV,2019,17,2166,492,3,0,77,47,2,8,70,53,24721,580,62,268,694,0,29,21,14024,0,1134,923,18,1,372,1878,1151,2234,38,1,4047200
Cyprus,CYP,1990,7,96,54,4,0,30,22,2,1,7,10,2518,140,107,6,42,0,8,4,945,0,439,184,2,3,173,327,102,232,8,1,1207359
Cyprus,CYP,1991,7,99,58,4,0,31,22,2,1,7,10,2654,149,103,6,43,0,9,4,978,0,460,198,2,3,177,354,106,242,8,1,1207359
Cyprus,CYP,1992,7,102,62,4,0,31,22,2,1,7,10,2765,157,95,6,44,0,9,5,1018,0,484,210,2,3,182,372,109,252,8,1,1207359
Cyprus,CYP,1993,7,105,63,4,0,31,22,2,1,8,9,2807,160,87,6,45,0,9,4,1044,0,496,215,2,3,189,373,111,256,8,1,1207359
Cyprus,CYP,1994,7,107,63,4,0,31,22,2,1,9,8,2781,159,79,6,47,0,9,4,1056,2,497,215,2,3,194,365,111,256,8,1,1207359
Cyprus,CYP,1995,6,111,64,4,0,31,22,2,1,9,8,2779,158,71,6,48,2,9,4,1079,0,502,216,2,3,199,364,112,257,8,1,1207359
Cyprus,CYP,1996,6,115,64,4,0,31,22,2,1,9,8,2763,156,65,6,49,0,9,4,1091,3,499,216,2,3,202,363,113,259,8,1,1207359
Cyprus,CYP,1997,6,120,64,4,0,31,22,2,2,10,8,2779,157,59,7,50,0,9,4,1109,0,502,218,2,3,209,365,114,262,8,1,1207359
Cyprus,CYP,1998,6,127,66,4,0,32,23,2,2,10,8,2844,161,52,7,51,0,9,56,1130,0,517,224,2,3,212,370,116,268,8,1,1207359
Cyprus,CYP,1999,6,133,66,4,0,32,22,2,2,10,7,2868,164,46,7,50,0,9,4,1155,0,524,227,2,3,210,370,118,272,8,1,1207359
Cyprus,CYP,2000,5,139,65,4,0,31,22,1,2,10,7,2791,159,42,7,50,0,9,9,1179,0,512,224,2,3,207,363,117,269,8,1,1207359
Cyprus,CYP,2001,5,146,64,4,0,31,22,1,2,11,6,2723,155,38,7,50,0,9,4,1209,0,497,222,2,3,203,357,116,268,8,1,1207359
Cyprus,CYP,2002,5,153,64,4,0,30,22,1,2,11,6,2703,154,35,7,50,0,10,4,1260,0,494,223,2,3,200,356,117,271,8,1,1207359
Cyprus,CYP,2003,4,162,63,4,0,29,22,1,3,10,6,2685,152,33,7,50,0,10,4,1308,0,490,223,2,3,192,351,117,272,8,1,1207359
Cyprus,CYP,2004,4,170,64,5,0,29,22,1,3,9,5,2710,154,31,7,50,1,10,4,1381,0,494,227,2,3,193,355,118,277,8,1,1207359
Cyprus,CYP,2005,4,180,66,5,0,28,22,1,3,12,5,2772,157,31,7,52,0,11,4,1472,0,500,237,2,4,190,366,119,281,8,1,1207359
Cyprus,CYP,2006,4,189,69,5,0,29,22,1,3,13,5,2845,161,29,7,53,2,11,3,1553,0,511,250,2,4,182,381,120,287,8,1,1207359
Cyprus,CYP,2007,3,198,71,6,0,30,21,1,3,14,4,2858,161,27,8,56,0,12,7,1636,0,511,260,2,5,178,392,119,288,8,1,1207359
Cyprus,CYP,2008,3,206,71,6,0,29,21,1,3,14,4,2787,157,27,8,58,0,12,3,1702,0,497,264,2,5,167,395,118,287,8,1,1207359
Cyprus,CYP,2009,3,214,72,6,0,27,21,1,4,14,4,2738,154,27,8,58,0,13,3,1764,1,485,268,2,5,156,403,117,288,8,1,1207359
Cyprus,CYP,2010,3,223,74,6,0,25,21,1,4,14,4,2714,153,26,8,58,0,14,3,1805,0,476,278,2,5,142,414,118,294,8,1,1207359
Cyprus,CYP,2011,3,230,74,6,0,23,21,1,4,13,4,2672,149,25,8,57,0,15,3,1843,0,461,283,2,5,133,418,118,297,8,1,1207359
Cyprus,CYP,2012,2,237,75,6,0,22,21,1,4,13,4,2651,146,25,8,58,0,16,3,1892,0,451,288,2,5,127,429,118,300,8,1,1207359
Cyprus,CYP,2013,2,246,77,6,0,23,21,0,4,13,4,2665,145,24,8,60,0,17,3,1952,0,449,292,2,5,126,444,121,308,8,0,1207359
Cyprus,CYP,2014,2,256,80,7,0,24,21,0,4,14,4,2729,148,25,8,62,0,18,3,2023,0,454,301,2,6,127,466,124,318,8,0,1207359
Cyprus,CYP,2015,3,267,83,7,0,24,21,0,5,15,4,2799,151,26,9,62,0,19,3,2084,0,456,308,2,6,128,490,127,326,8,0,1207359
Cyprus,CYP,2016,3,279,84,7,0,25,21,0,4,16,5,2810,152,27,9,63,0,20,3,2117,0,450,306,2,6,128,497,128,331,8,1,1207359
Cyprus,CYP,2017,2,292,84,7,0,25,21,0,4,17,5,2860,153,26,9,64,0,20,3,2145,0,454,307,2,6,131,496,131,336,8,1,1207359
Cyprus,CYP,2018,3,307,89,7,0,26,21,0,4,17,5,2974,160,26,9,65,0,21,3,2214,1,471,319,2,6,132,517,135,349,8,1,1207359
Cyprus,CYP,2019,3,324,94,7,0,26,21,0,5,17,5,3112,169,25,9,67,0,22,3,2291,0,490,335,3,6,134,541,140,364,9,1,1207359
Denmark,DNK,1990,131,1688,330,125,0,48,86,3,2,161,61,26872,1836,193,355,1533,1,81,5,15158,0,886,373,9,5,761,3265,770,2155,88,5,5822763
Denmark,DNK,1991,128,1727,333,124,0,49,96,5,2,171,59,26523,1884,192,358,1475,0,84,5,15218,0,887,395,10,6,745,3336,795,2229,90,5,5822763
Denmark,DNK,1992,124,1775,342,125,0,48,97,8,3,182,60,26617,1974,181,360,1435,0,90,6,15459,1,909,428,10,6,726,3466,839,2363,93,5,5822763
Denmark,DNK,1993,109,1821,351,120,0,49,95,6,3,195,59,26589,2056,166,363,1400,0,94,7,15761,0,935,460,11,7,706,3611,893,2515,94,4,5822763
Denmark,DNK,1994,96,1874,358,108,0,51,99,5,206,206,58,26169,2054,171,360,1327,0,97,9,16219,0,926,512,14,10,684,3743,964,2713,94,3,5822763
Denmark,DNK,1995,94,1919,365,99,0,49,92,6,248,205,58,25618,2079,165,370,1246,0,103,11,16475,0,929,551,15,13,666,3884,1012,2853,95,3,5822763
Denmark,DNK,1996,82,1952,364,91,0,49,89,5,171,199,57,24444,2034,166,400,1175,0,102,12,16484,0,933,572,15,18,635,3955,1033,2899,93,3,5822763
